num,playerID,yearID,stint,teamID,IgID,W,L,G,GS,CG,SHO,SV,Ipouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,prev_salary,salary
33479,swindgr01,2000,1,ARI,NL,2,6,64,0,0,0,1,228,71,27,7,20,64,0.247,3.2,5,0,1,0,318,21,29,6,3,3,3874272.12917,6040559.15975
33480,tamje01,2000,1,OAK,AL,3,3,72,0,0,0,3,257,86,25,3,23,46,0.268,2.63,8,3,1,0,351,23,30,2,4,16,507177.534579,834551.046354
33484,telemam01,2000,1,PHI,NL,1,3,13,2,0,0,0,73,25,18,6,14,22,0.275,6.66,0,1,0,0,107,2,22,0,2,3,792464.897779,894161.835379
33485,telfoan01,2000,1,MON,NL,5,4,64,0,0,0,3,235,76,33,10,23,68,0.257,3.79,1,4,5,1,330,18,38,2,4,10,1479267.80919,2920928.66224
33488,thurmmi01,2000,1,MON,NL,4,9,17,17,0,0,0,265,112,63,9,46,52,0.315,6.42,4,2,3,0,415,0,69,5,6,10,565291.627082,715329.468303
33496,trombmi01,2000,1,BAL,AL,4,5,75,0,0,0,4,216,67,33,15,38,72,0.247,4.13,8,8,4,0,322,32,34,7,2,3,4754789.38667,5563672.84755
33499,urbinug01,2000,1,MON,NL,0,1,13,0,0,0,8,40,11,6,1,5,22,0.224,4.05,0,1,0,0,54,11,6,0,0,3,6762367.12771,10014612.5562
33504,vazquja01,2000,1,MON,NL,11,9,33,33,2,1,0,653,247,98,24,61,196,0.286,4.05,10,3,5,0,945,0,104,11,3,17,591707.123675,4768863.12202
33505,venafmi01,2000,1,TEX,AL,3,1,77,0,0,0,1,169,64,24,2,21,32,0.295,3.83,4,1,4,0,248,21,27,2,4,8,517743.733216,739173.783914
33506,veresda01,2000,1,SLN,NL,3,5,71,0,0,0,29,227,65,24,6,25,67,0.239,2.85,2,3,6,1,310,61,26,5,2,9,2888094.99854,4530419.96592
33513,wagnebi02,2000,1,HOU,NL,2,4,28,0,0,0,6,83,28,19,6,18,28,0.255,6.18,0,7,1,0,129,19,19,0,0,1,6762367.12771,11922157.8051
33515,wakefti01,2000,1,BOS,AL,6,10,51,17,0,0,0,478,170,97,31,65,102,0.272,5.48,3,4,4,0,706,13,107,4,8,12,9509578.77335,7153294.68303
33524,washbja01,2000,1,ANA,AL,7,2,14,14,0,0,0,253,64,35,16,37,49,0.215,3.74,0,1,1,0,340,0,38,1,3,7,470195.839349,643796.521473
33525,watsoal01,2000,1,NYA,AL,0,0,17,0,0,0,0,66,30,25,6,18,20,0.33,10.23,0,2,2,0,115,9,25,2,2,1,2747211.64563,4053533.65372
33527,weathda01,2000,1,MIL,NL,3,5,69,0,0,0,1,229,73,26,7,32,50,0.26,3.07,8,0,2,0,320,23,29,4,1,13,1373605.82282,2861317.87321
33532,wellsbo01,2000,1,MIN,AL,0,7,76,0,0,0,10,259,80,35,14,15,76,0.247,3.65,2,1,4,0,351,25,39,3,5,5,1479267.80919,2622874.71711
33535,wendetu01,2000,1,NYN,NL,8,6,77,0,0,0,1,248,60,33,9,41,73,0.206,3.59,7,0,5,1,346,17,36,6,3,2,4332171.02655,7391737.83914
33548,wilkima01,2000,1,PIT,NL,4,2,52,0,0,0,0,181,54,34,4,43,37,0.248,5.07,3,3,6,0,277,8,34,3,7,6,1584929.79556,1192215.78051
33553,willimi03,2000,1,PIT,NL,3,4,72,0,0,0,24,216,56,28,8,40,71,0.218,3.5,3,1,4,0,307,63,34,2,4,9,2113239.72741,2861317.87321
33554,willisc01,2000,1,CIN,NL,5,8,48,10,0,0,6,336,92,41,7,75,136,0.224,3.29,7,21,3,1,495,13,45,4,2,9,633971.918223,953772.624405
33555,williwo02,2000,1,SDN,NL,10,8,23,23,4,0,0,504,152,70,23,54,111,0.239,3.75,2,4,3,0,700,0,74,4,3,15,9685681.37955,12120859.6403
33564,wolfra02,2000,1,PHI,NL,11,9,32,32,1,0,0,619,210,100,25,83,160,0.269,4.36,2,1,8,0,889,0,107,10,8,20,507177.534579,870317.519769
33567,woodke02,2000,1,CHN,NL,8,7,23,23,1,0,0,411,112,73,17,87,132,0.226,4.8,0,5,9,1,603,0,77,7,5,9,1458135.41191,4625797.22836
33570,wrighja01,2000,1,MIL,NL,7,9,26,25,0,0,0,494,157,75,12,88,96,0.261,4.1,5,9,18,2,718,1,81,4,6,26,2166070.7206,5603414.16838
33571,wrighja02,2000,1,CLE,AL,3,4,9,9,1,1,0,155,44,27,6,28,36,0.235,4.7,0,2,1,0,217,0,27,0,1,9,2245317.21037,6110105.87509
33572,wunscke01,2000,1,CHA,AL,6,3,83,0,0,0,1,184,50,20,4,29,51,0.221,2.93,1,0,2,0,259,12,22,0,2,4,422647.945482,619952.205863
33573,yanes01,2000,1,TBA,AL,7,8,43,20,0,0,0,413,158,95,26,42,111,0.285,6.21,0,7,11,1,618,8,98,4,6,9,560008.527764,1549880.51466
33579,zimmeje02,2000,1,TEX,AL,4,5,65,0,0,0,1,209,80,41,10,34,74,0.286,5.3,3,3,2,3,323,17,45,2,5,3,528309.931853,733212.705011
33581,abbotpa01,2001,1,SEA,AL,17,4,28,27,1,0,0,489,145,77,21,87,118,0.238,4.25,5,11,7,0,710,0,79,3,5,11,3347201.59746,7237846.06638
33588,almanar01,2001,1,FLO,NL,2,2,52,0,0,0,0,123,34,22,8,26,45,0.23,4.83,1,2,0,0,178,8,24,1,3,2,443011.976134,731180.945684
33590,anderbr02,2001,1,ARI,NL,4,9,29,22,1,0,0,400,156,77,25,30,55,0.295,5.2,2,2,1,1,571,1,93,7,4,14,8121886.22912,11358663.5348
33591,anderji02,2001,1,PIT,NL,9,17,34,34,1,0,0,619,232,117,15,83,89,0.287,5.1,14,6,11,1,922,0,123,11,9,29,561148.503103,644538.11686
33592,anderma01,2001,1,DET,AL,3,1,62,0,0,0,22,168,56,30,2,18,52,0.257,4.82,4,9,0,1,239,41,33,1,2,5,698974.451234,3803831.50934
33593,ankieri01,2001,1,SLN,NL,1,2,6,6,0,0,0,72,25,19,7,25,27,0.275,7.13,0,5,3,0,124,0,21,2,3,1,787576.84646,845295.890964
33595,armasto02,2001,1,MON,NL,9,14,34,34,0,0,0,590,180,88,18,91,176,0.247,4.03,6,9,10,1,851,0,101,15,6,14,452856.686715,707935.308683
33596,arrojro01,2001,1,BOS,AL,5,4,41,9,0,0,5,310,88,40,8,35,78,0.23,3.48,4,2,12,0,438,11,44,6,2,7,3199530.93875,4015155.48208
33614,batismi01,2001,1,ARI,NL,11,8,48,18,0,0,0,418,113,52,13,60,90,0.226,3.36,2,6,10,0,581,6,57,9,3,15,787576.84646,4490634.42075
33625,benitar01,2001,1,NYN,NL,6,4,73,0,0,0,43,229,59,32,12,40,93,0.214,3.77,6,5,1,0,320,64,32,2,1,6,11444476.0501,12283205.9156
33627,bereja01,2001,1,CHN,NL,11,11,32,32,2,0,0,564,171,90,24,77,175,0.241,4.31,7,6,1,0,801,0,99,7,6,12,4430119.76134,7185015.0732
33639,borbope02,2001,1,TOR,AL,2,4,71,0,0,0,0,160,48,22,8,12,45,0.244,3.71,3,0,4,0,217,14,24,2,2,5,2953413.17423,3486845.55023
33643,bottari01,2001,1,PHI,NL,3,4,66,0,0,0,3,201,58,29,11,25,57,0.241,3.9,2,5,4,0,281,18,31,7,4,3,2953413.17423,3169859.59112
33654,buehrma01,2001,1,CHA,AL,16,8,32,32,4,2,0,664,188,81,24,48,126,0.23,3.29,2,1,8,5,885,0,89,9,4,23,443011.976134,655104.315497
33657,burneaj01,2001,1,FLO,NL,11,12,27,27,2,1,0,520,145,78,20,83,128,0.231,4.05,3,7,7,1,733,0,82,6,8,15,492235.529038,776615.599823
33662,carpech01,2001,1,TOR,AL,11,11,34,34,3,2,0,647,229,98,29,75,157,0.274,4.09,5,5,16,0,930,0,112,3,1,25,5086433.14374,7290677.05957
33666,castifr01,2001,1,BOS,AL,10,9,26,26,0,0,0,410,138,64,14,35,89,0.26,4.21,2,3,5,1,580,0,72,3,6,3,4430119.76134,4754789.38667
33683,colonba01,2001,1,CLE,AL,14,12,34,34,1,0,0,667,220,101,26,90,201,0.261,4.09,2,4,2,1,947,0,106,8,4,22,5168473.0549,10407705.6575
33691,cormirh01,2001,1,PHI,NL,5,6,60,0,0,0,1,154,49,24,5,17,37,0.247,4.21,4,1,4,0,222,16,26,3,0,5,5086433.14374,6093173.84295
33695,creekdo01,2001,1,TBA,AL,2,5,66,0,0,0,0,188,51,30,7,49,66,0.23,4.31,5,4,4,0,279,16,34,1,3,8,511924.950199,1447569.21328
33698,cruzne01,2001,1,HOU,NL,3,3,66,0,0,0,2,247,72,38,11,24,75,0.237,4.15,4,0,9,1,342,16,41,3,2,7,561148.503103,792464.897779
33703,darenvi01,2001,1,FLO,NL,1,2,58,0,0,0,1,146,52,23,4,10,33,0.277,4.25,6,0,1,0,202,19,24,1,2,7,1230588.82259,1637760.78874
33706,davisdo02,2001,1,TEX,AL,11,10,30,30,1,0,0,558,220,92,14,69,115,0.295,4.45,1,7,3,2,828,0,103,4,6,17,492235.529038,655104.315497
33709,dejeami01,2001,1,MIL,NL,4,2,75,0,0,0,2,253,75,26,4,39,68,0.236,2.77,7,8,9,0,371,19,31,1,4,9,1791737.3257,2958535.61838
33711,dempsry01,2001,1,FLO,NL,15,12,34,34,2,1,0,634,218,116,21,112,171,0.269,4.94,5,5,10,0,954,0,123,15,7,21,787576.84646,5230268.32534
33712,desseel01,2001,1,CIN,NL,10,14,34,34,1,1,0,615,221,102,32,56,128,0.279,4.48,1,4,1,1,862,0,103,7,7,15,935247.505172,3856662.50252
33717,doteloc01,2001,1,HOU,NL,7,5,61,4,0,0,2,315,79,31,5,47,145,0.205,2.66,2,4,2,0,438,20,35,2,2,5,600527.345426,919259.281424
33727,eatonad01,2001,1,SDN,NL,8,5,17,17,2,0,0,350,108,56,20,40,109,0.241,4.32,3,3,5,0,499,0,61,3,2,5,462701.397295,591707.123675
33736,escobke01,2001,1,TOR,AL,6,8,59,11,1,1,0,378,93,49,8,52,121,0.204,3.5,5,2,3,0,517,15,51,2,5,7,2953413.17423,4860451.37304
33740,farnsky01,2001,1,CHN,NL,4,6,76,0,0,0,2,246,65,25,8,29,107,0.213,2.74,2,2,1,2,339,24,26,2,2,0,482390.818457,866428.288238
33741,fasseje01,2001,1,CHN,NL,4,4,82,0,0,0,12,221,66,28,6,23,79,0.235,3.42,5,3,1,0,308,30,31,1,2,8,4725461.07876,5917071.23675
33758,foulkke01,2001,1,CHA,AL,4,9,72,0,0,0,42,243,57,21,3,22,75,0.199,2.33,1,1,8,0,322,69,21,4,1,9,6103720.56007,8452958.90964
33760,francjo01,2001,1,NYN,NL,6,2,58,0,0,0,2,160,55,24,8,19,50,0.264,4.05,2,4,2,1,232,16,25,2,1,4,7055375.25989,6515821.78844
33765,fultzaa01,2001,1,SFN,NL,3,1,66,0,0,0,1,213,70,36,9,21,67,0.259,4.56,3,1,1,0,300,17,40,3,4,8,433167.265553,633971.918223
33768,gagneer01,2001,1,LAN,NL,6,7,33,24,0,0,0,455,144,80,24,46,130,0.251,4.75,1,3,16,1,649,3,90,6,8,9,433167.265553,633971.918223
33770,garceri01,2001,1,BOS,AL,6,1,62,0,0,0,1,201,55,29,6,25,51,0.219,3.9,1,2,4,1,284,5,32,3,1,3,2707295.40971,4649127.4003
33771,garcifr02,2001,1,SEA,AL,18,6,34,34,4,3,0,716,199,81,16,69,163,0.225,3.05,6,3,5,1,971,0,88,8,5,23,836800.399364,8030310.96416
33782,gordoto01,2001,1,CHN,NL,1,2,47,0,0,0,27,136,32,17,4,16,67,0.188,3.38,1,2,1,0,187,40,18,0,0,2,3937884.2323,5917071.23675
33783,graveda01,2001,1,CIN,NL,6,5,66,0,0,0,32,241,83,37,7,18,49,0.268,4.15,6,2,4,1,337,54,41,3,2,10,4134778.44392,7449170.03912
33786,grimsja01,2001,1,KCA,AL,1,5,73,0,0,0,0,241,71,27,8,28,61,0.241,3.02,5,4,2,0,327,24,32,2,1,15,1476706.58711,4015155.48208
33787,groombu01,2001,1,BAL,AL,1,4,70,0,0,0,11,198,64,26,4,9,54,0.252,3.55,0,2,1,0,265,35,28,0,1,8,3937884.2323,5283099.31853
33788,guarded01,2001,1,MIN,AL,7,1,67,0,0,0,12,200,47,26,5,23,67,0.197,3.51,4,4,1,0,270,26,27,5,3,0,3544095.80907,3803831.50934
33792,halamjo01,2001,1,SEA,AL,10,7,31,17,0,0,0,331,132,58,18,26,50,0.296,4.73,0,2,6,0,485,6,69,3,4,11,836800.399364,2958535.61838
33801,hawkila01,2001,1,MIN,AL,1,5,62,0,0,0,28,154,59,34,3,39,36,0.291,5.96,3,7,1,0,248,51,34,1,4,5,2854966.06842,5811409.25038
33805,hentgpa01,2001,1,BAL,AL,2,3,9,9,1,0,0,187,51,24,7,19,33,0.221,3.47,3,1,0,0,252,0,25,1,1,3,8860239.52268,8974669.19383
33812,hernali01,2001,1,SFN,NL,13,15,34,34,2,0,0,680,266,132,24,85,138,0.297,5.24,7,7,3,0,1008,0,143,12,12,22,5956049.90136,7660494.01186
33813,hernaor01,2001,1,NYA,AL,4,7,17,16,0,0,0,284,90,51,19,42,77,0.248,4.85,1,0,5,0,414,0,51,2,2,1,4036331.33811,6762367.12771
33814,hernaro01,2001,1,KCA,AL,5,6,63,0,0,0,28,203,69,31,7,26,46,0.266,4.12,3,6,1,0,287,55,34,1,0,11,11813652.6969,12679438.3645
33824,howrybo01,2001,1,CHA,AL,4,5,69,0,0,0,5,236,85,41,11,30,64,0.279,4.69,9,6,4,0,346,23,41,4,3,4,738353.293557,2535887.67289
33825,hudsoti01,2001,1,OAK,AL,18,9,35,35,3,0,0,705,216,88,20,71,181,0.245,3.37,5,9,6,1,980,0,100,12,8,18,1033694.61098,1849084.76148
33831,jarvike01,2001,1,SDN,NL,12,11,32,32,1,1,0,580,189,103,37,49,133,0.254,4.79,4,1,5,0,809,0,107,7,4,10,1082918.16388,2641549.65926
33834,jimenjo01,2001,1,COL,NL,6,1,56,0,0,0,17,165,56,25,6,22,37,0.264,4.09,4,3,0,0,237,49,27,2,1,6,679285.030072,4094401.97186
33838,johnsja02,2001,1,BAL,AL,10,12,32,32,2,0,0,588,194,89,28,77,114,0.257,4.09,3,9,13,0,856,0,109,6,6,15,689129.740653,3803831.50934
33842,jonesbo03,2001,1,SDN,NL,8,19,33,33,1,0,0,585,250,111,37,38,113,0.305,5.12,6,3,4,0,880,0,137,9,9,9,1230588.82259,8452958.90964
33854,kimby01,2001,1,ARI,NL,5,6,78,0,0,0,19,294,58,32,10,44,113,0.173,2.94,3,5,8,1,392,44,32,5,0,5,1501318.36357,1611345.29215
33856,kingra01,2001,1,MIL,NL,0,4,82,0,0,0,1,165,49,22,5,25,49,0.241,3.6,7,2,1,0,234,19,22,3,2,5,433167.265553,633971.918223
33857,klinest02,2001,1,SLN,NL,3,3,89,0,0,0,9,225,53,15,3,29,54,0.203,1.8,7,1,4,0,303,26,16,4,5,10,1476706.58711,2535887.67289
33871,leskacu01,2001,1,MIL,NL,2,6,70,0,0,0,17,208,63,28,11,31,64,0.241,3.63,5,2,2,0,297,58,30,3,0,6,4331672.65553,7396339.04594
33872,levinal01,2001,1,ANA,AL,8,10,64,1,0,0,2,227,71,20,7,28,40,0.257,2.38,4,6,2,0,316,21,25,5,5,6,1407793.61305,2800042.63882
33875,liebejo01,2001,1,CHN,NL,20,6,34,34,5,1,0,697,226,98,25,41,148,0.255,3.8,4,4,7,1,958,0,104,13,9,15,10008788.4341,12327231.0388
33876,ligteke01,2001,1,ATL,NL,3,3,53,0,0,0,1,179,50,20,4,30,56,0.226,3.02,8,3,0,0,254,24,22,1,2,4,2362730.53938,3592507.5366
33883,lloydgr01,2001,1,MON,NL,9,5,84,0,0,0,1,211,74,34,6,21,44,0.272,4.35,2,1,6,0,303,28,38,2,2,8,5906826.34845,6339719.18223
33884,loaizes01,2001,1,TOR,AL,11,11,36,30,1,1,0,570,239,106,27,40,110,0.307,5.02,1,1,9,1,837,1,113,6,4,18,8368003.99364,12785100.3508
33888,loopebr01,2001,1,FLO,NL,3,3,71,0,0,0,3,213,63,28,8,30,52,0.242,3.55,3,0,2,0,295,21,28,0,3,13,787576.84646,1690591.78193
33891,loretma01,2001,1,MIL,NL,0,0,1,0,0,0,0,3,1,0,0,1,2,0.25,0.0,0,0,0,0,5,1,0,0,0,0,6891297.40653,10566198.6371
33892,lowede01,2001,1,BOS,AL,5,10,67,3,0,0,24,275,103,36,7,29,82,0.283,3.53,9,4,5,0,404,50,39,5,1,10,4184001.99682,6603874.14816
33902,magnami01,2001,1,OAK,AL,3,1,65,0,0,0,0,166,50,17,7,13,23,0.244,2.77,3,3,1,0,223,10,23,0,4,7,1772047.90454,2535887.67289
33906,mantema01,2001,1,ARI,NL,0,0,8,0,0,0,2,21,6,2,2,4,12,0.222,2.57,0,2,0,0,31,7,2,0,0,0,7055375.25989,9157371.4477
33916,matthmi01,2001,1,SLN,NL,3,4,51,10,0,0,1,267,74,32,11,33,72,0.227,3.24,4,4,4,1,368,7,32,4,1,6,443011.976134,633971.918223
33918,maysjo01,2001,1,MIN,AL,17,13,34,34,4,2,0,701,205,82,25,64,123,0.235,3.16,2,11,5,0,957,0,87,8,8,19,511924.950199,4966113.35942
33926,mecirji01,2001,1,OAK,AL,2,8,54,0,0,0,3,189,54,24,4,26,61,0.231,3.43,7,2,1,0,264,14,25,3,0,6,2198652.68602,5001334.72595
33927,mendora01,2001,1,NYA,AL,8,4,56,2,0,0,6,302,89,42,9,23,70,0.241,3.75,3,2,2,0,401,11,44,4,3,14,3150307.38584,5494423.29127
33930,mesajo01,2001,1,PHI,NL,3,3,71,0,0,0,42,208,65,18,4,20,59,0.246,2.34,2,2,2,1,291,59,26,2,3,3,5709932.13684,8875606.85513
33939,millewa04,2001,1,HOU,NL,16,8,32,32,1,0,0,636,183,80,31,76,183,0.234,3.4,3,8,4,0,873,0,91,7,5,16,474515.049992,739633.904594
33941,millwke01,2001,1,ATL,NL,7,7,21,21,0,0,0,363,121,58,20,40,84,0.26,4.31,6,5,1,1,515,0,66,7,2,5,6103720.56007,8241634.9369
33942,miltoer01,2001,1,MIN,AL,15,7,35,34,2,1,0,662,222,106,35,61,157,0.257,4.32,0,2,5,0,944,0,109,8,6,7,4233225.54972,8452958.90964
33945,moehlbr01,2001,1,DET,AL,0,0,1,1,0,0,0,24,6,3,0,1,2,0.207,3.38,0,0,0,0,30,0,3,0,0,0,4758277.43701,5071775.34579
33949,morgami01,2001,1,ARI,NL,1,0,31,1,0,0,0,114,45,18,2,17,24,0.306,4.26,4,2,0,0,168,9,20,2,2,5,1378259.48131,1584929.79556
33950,morrima01,2001,1,SLN,NL,22,8,34,34,2,1,0,649,218,76,13,54,185,0.265,3.16,3,5,13,1,909,0,86,14,5,18,2362730.53938,8452958.90964
33954,muldema01,2001,1,OAK,AL,21,8,34,34,6,4,0,688,214,88,16,51,153,0.249,3.45,4,4,5,0,927,0,92,8,3,26,457779.042005,1690591.78193
33964,nagych01,2001,1,CLE,AL,5,6,15,13,0,0,0,211,102,50,10,20,29,0.342,6.4,1,2,0,0,325,1,53,3,4,10,11813652.6969,12679438.3645
33967,nelsoje01,2001,1,SEA,AL,4,3,69,0,0,0,4,196,30,20,3,44,88,0.136,2.76,1,2,6,0,273,16,21,2,0,7,6563139.73086,7044131.72029
33979,nunezvl01,2001,1,FLO,NL,4,5,52,3,0,0,0,276,79,28,9,30,64,0.234,2.74,5,1,5,1,380,13,33,2,5,6,519800.718664,760766.301868
33989,ortizra01,2001,1,ANA,AL,13,11,32,32,2,0,0,626,223,101,25,76,135,0.274,4.36,6,7,12,0,916,0,114,9,6,16,492235.529038,1215112.84326
33990,ortizru01,2001,1,SFN,NL,17,9,33,33,1,1,0,656,187,80,13,91,169,0.232,3.29,3,8,0,1,911,0,90,10,4,20,1796659.68099,6049148.71971
33992,osunaan01,2001,1,CHA,AL,0,0,4,0,0,0,0,13,8,10,3,2,6,0.421,20.77,1,0,1,0,23,0,10,0,1,0,2953413.17423,4649127.4003
34003,parrist01,2001,1,TOR,AL,4,6,19,19,1,0,0,317,126,54,18,41,49,0.299,4.6,4,3,2,0,471,0,60,4,2,14,4479343.31424,7977479.97098
34004,patteda04,2001,1,DET,AL,5,4,60,0,0,0,1,194,64,22,4,12,27,0.274,3.06,5,2,4,0,258,16,24,5,3,17,2165836.32777,3592507.5366
34005,pavanca01,2001,1,MON,NL,1,6,8,8,0,0,0,128,59,30,7,16,36,0.331,6.33,1,0,2,1,199,0,33,2,1,3,2559624.751,2773627.14223
34006,pennybr01,2001,1,FLO,NL,10,10,31,31,1,1,0,615,183,84,15,54,154,0.24,3.69,3,2,7,0,833,0,92,8,2,24,511924.950199,797747.997098
34007,percitr01,2001,1,ANA,AL,4,2,57,0,0,0,39,173,39,17,3,18,71,0.187,2.65,1,2,2,0,230,50,19,1,0,2,6694403.19491,11094508.5689
34010,persoro01,2001,1,PHI,NL,15,7,33,33,3,1,0,625,179,97,34,80,183,0.234,4.19,3,10,8,1,867,0,103,8,6,12,5857602.79555,13207748.2963
34021,plesada01,2001,1,TOR,AL,4,5,62,0,0,0,1,136,34,18,4,24,68,0.207,3.57,5,1,1,0,190,5,18,0,1,3,4331672.65553,4649127.4003
34023,ponsosi01,2001,1,BAL,AL,5,10,23,23,3,1,0,415,161,76,21,37,84,0.289,4.94,0,2,6,0,605,0,83,3,2,11,4134778.44392,5600085.27764
34046,reichda01,2001,1,KCA,AL,8,8,27,19,0,0,0,369,131,77,14,67,77,0.278,5.63,2,12,8,0,554,4,83,3,4,25,521769.66078,655104.315497
34051,remlimi01,2001,1,ATL,NL,3,3,74,0,0,0,1,225,67,23,9,23,93,0.234,2.76,4,4,2,0,313,6,25,2,0,5,3150307.38584,4226479.45482
34054,reynoar02,2001,1,ARI,NL,1,6,9,9,0,0,0,140,58,31,13,13,15,0.312,5.98,2,1,4,0,207,0,32,2,2,7,3937884.2323,8717113.87557
34056,rhodear01,2001,1,SEA,AL,8,0,71,0,0,0,3,204,46,13,5,12,83,0.189,1.72,0,3,1,0,258,16,14,1,0,1,6399061.87749,7396339.04594
34062,rincori01,2001,1,CLE,AL,2,1,67,0,0,0,2,162,44,17,3,21,50,0.223,2.83,5,1,0,0,223,19,18,2,3,4,2953413.17423,3169859.59112
34070,rodrife01,2001,1,SFN,NL,9,1,80,0,0,0,0,241,53,15,5,27,91,0.188,1.68,2,1,1,0,314,13,16,1,3,7,2042777.44551,5318320.68506
34078,rueteki01,2001,1,SFN,NL,14,12,34,34,0,0,0,586,213,96,25,66,83,0.283,4.42,4,1,4,0,840,0,105,11,6,28,9582185.62158,10284434.0445
34080,rupery01,2001,1,TBA,AL,5,12,28,26,0,0,0,430,161,105,30,48,123,0.283,6.59,0,7,11,1,635,0,111,3,5,5,477468.463167,1215112.84326
34082,ryanbj01,2001,1,BAL,AL,2,4,61,0,0,0,2,159,47,25,6,30,54,0.233,4.25,4,0,2,0,237,9,31,1,2,2,413477.844392,633971.918223
34091,sasakka01,2001,1,SEA,AL,0,4,69,0,0,0,45,200,48,24,6,11,62,0.195,3.24,2,4,4,0,261,63,24,0,0,4,9188397.19835,10714125.418
34092,sauersc01,2001,1,PIT,NL,2,2,70,0,0,0,2,188,61,39,4,40,79,0.257,5.6,6,3,2,0,281,14,41,2,0,6,820393.20471,1620151.16209
34097,schoesc01,2001,1,ANA,AL,10,11,32,32,1,0,0,616,227,116,21,77,104,0.281,5.08,2,4,14,1,910,0,122,3,8,25,541459.081942,686802.911409
34106,sheetbe01,2001,1,MIL,NL,11,10,25,25,1,1,0,454,166,80,23,48,94,0.283,4.76,6,3,5,0,653,0,89,8,5,16,393788.42323,612839.520949
34108,shueypa01,2001,1,CLE,AL,5,3,47,0,0,0,2,163,53,17,1,26,70,0.251,2.82,5,6,1,0,244,11,25,4,2,5,3937884.2323,6868029.11409
34118,sparkst01,2001,1,DET,AL,14,9,35,33,8,1,0,696,244,94,22,64,116,0.271,3.65,1,8,6,2,982,2,110,4,9,20,1279812.3755,6339719.18223
34125,stantmi02,2001,1,NYA,AL,9,4,76,0,0,0,0,241,80,23,4,29,78,0.263,2.58,9,3,4,1,342,16,25,2,3,5,4823908.18457,5283099.31853
34128,steinbl01,2001,1,KCA,AL,7,8,36,15,0,0,1,393,112,69,20,79,113,0.233,4.74,2,10,3,0,568,5,73,1,4,12,541459.081942,2852873.632
34131,stricsc01,2001,1,MON,NL,2,6,77,0,0,0,9,244,67,29,9,41,85,0.222,3.21,5,4,4,0,351,31,36,3,1,4,492235.529038,750200.103231
34133,sturtta01,2001,1,TBA,AL,11,12,39,27,0,0,1,586,200,96,23,79,110,0.271,4.42,0,11,9,0,837,6,98,2,10,22,467623.752586,623405.719586
34134,sullisc01,2001,1,CIN,NL,7,1,79,0,0,0,0,310,94,38,10,36,82,0.243,3.31,8,0,8,0,437,16,44,1,5,11,3347201.59746,4649127.4003
34135,suppaje01,2001,1,KCA,AL,10,14,34,34,1,0,0,655,227,106,26,74,120,0.267,4.37,3,6,12,0,946,0,120,5,6,16,4627013.97295,8769944.86875
34139,swindgr01,2001,1,ARI,NL,2,6,64,0,0,0,2,161,51,27,12,8,42,0.25,4.53,2,1,0,0,214,18,27,1,1,2,4987986.03794,5987511.85658
34141,tamje01,2001,1,OAK,AL,2,4,70,0,0,0,3,224,68,25,3,29,44,0.25,3.01,9,0,3,0,310,15,27,3,3,12,689129.740653,1479267.80919
34148,thomsjo01,2001,1,COL,NL,4,5,14,14,1,1,0,281,84,42,15,25,68,0.239,4.04,3,1,4,0,386,0,46,3,3,9,590682.634845,2324563.70015
34150,timlimi01,2001,1,SLN,NL,4,5,67,0,0,0,3,218,78,33,6,19,47,0.277,4.09,4,3,3,1,307,19,35,1,2,10,8368003.99364,11094508.5689
34152,tollbbr01,2001,1,SDN,NL,10,4,19,19,0,0,0,352,133,56,15,25,71,0.287,4.3,3,1,2,0,503,0,58,5,7,8,452856.686715,602273.322312
34155,trachst01,2001,1,NYN,NL,11,13,28,28,1,1,0,521,168,86,28,47,144,0.254,4.46,7,4,3,0,726,0,90,8,7,13,5906826.34845,9086930.82787
34163,vazquja01,2001,1,MON,NL,16,11,32,32,5,3,0,671,197,85,24,44,208,0.235,3.42,4,3,3,1,898,0,92,9,2,20,3937884.2323,9985057.71202
34165,veresda01,2001,1,SLN,NL,3,2,71,0,0,0,15,197,57,27,12,28,61,0.232,3.7,1,6,2,0,279,44,29,2,1,6,3740990.02069,8981268.8415
34176,wakefti01,2001,1,BOS,AL,9,12,45,17,0,0,3,506,156,73,13,73,148,0.248,3.9,5,5,18,1,732,5,84,3,9,12,5906826.34845,6762367.12771
34183,washbja01,2001,1,ANA,AL,11,10,30,30,1,0,0,580,196,81,25,54,126,0.263,3.77,4,3,7,0,813,0,89,4,4,11,531614.371361,739633.904594
34186,weaveje01,2001,1,DET,AL,13,16,33,33,5,0,0,688,235,104,19,68,152,0.266,4.08,4,3,14,0,985,0,116,12,7,14,836800.399364,4966113.35942
34188,wellsbo01,2001,1,MIN,AL,8,5,65,0,0,0,2,206,72,39,12,18,49,0.273,5.11,2,0,10,0,299,18,39,3,4,2,2165836.32777,3592507.5366
34199,wickmbo01,2001,1,CLE,AL,5,0,70,0,0,0,32,203,61,18,4,14,66,0.24,2.39,2,2,2,0,270,56,18,0,0,7,5119249.50199,7185015.0732
34203,willimi03,2001,1,PIT,NL,2,4,40,0,0,0,22,125,39,17,6,21,43,0.244,3.67,2,1,0,0,183,38,18,2,0,2,2362730.53938,4226479.45482
