25333,slatoji01,1985,1,CAL,AL,6,10,29,24,1,0,1,445,162,72,22,63,60,0.28399999999999997,4.3700000000000001,1.0,8,2.0,0,645.0,3,82,5.0,5.0,19.0,437500,400000
25334,smithbr01,1985,1,MON,NL,18,5,32,32,4,2,0,667,193,72,12,41,127,0.23199999999999998,2.9100000000000001,3.0,1,1.0,1,890.0,0,85,13.0,4.0,21.0,290000,700000
25335,smithda02,1985,1,HOU,NL,9,5,64,0,0,0,27,238,69,20,3,17,40,0.23499999999999999,2.27,5.0,4,1.0,1,315.0,46,26,3.0,1.0,8.0,500000,650000
25337,smithle02,1985,1,CHN,NL,7,4,65,0,0,0,33,293,87,33,9,32,112,0.24199999999999999,3.04,6.0,4,1.0,0,397.0,57,35,3.0,1.0,12.0,670000,720000
25338,smithmi03,1985,1,MIN,AL,15,14,37,37,8,3,0,771,264,124,25,78,127,0.27000000000000002,4.3399999999999999,1.0,6,15.0,1,1088.0,0,134,10.0,7.0,21.0,335000,450000
25346,sotoma01,1985,1,CIN,NL,12,15,36,36,9,1,0,770,196,102,30,104,214,0.21100000000000002,3.5800000000000001,3.0,8,2.0,2,1055.0,0,109,13.0,9.0,10.0,1071429,1150000
25348,stanlbo01,1985,1,BOS,AL,6,6,48,0,0,0,10,263,76,28,7,30,46,0.23699999999999999,2.8700000000000001,10.0,1,2.0,0,360.0,41,30,3.0,4.0,11.0,1075000,1060000
25355,stiebda01,1985,1,TOR,AL,14,13,36,36,8,2,0,795,206,73,22,96,167,0.21299999999999999,2.48,3.0,4,9.0,1,1087.0,0,89,14.0,2.0,19.0,1000000,1000000
25357,stoddti01,1985,1,SDN,NL,1,6,44,0,0,0,1,180,63,31,3,37,42,0.26899999999999996,4.6500000000000004,7.0,5,0.0,0,279.0,20,35,6.0,2.0,4.0,556250,675000
25361,sutclri01,1985,1,CHN,NL,8,8,20,20,6,3,0,390,119,46,12,44,102,0.23999999999999999,3.1800000000000002,3.0,6,3.0,0,549.0,0,51,3.0,4.0,6.0,1260000,1530000
25362,suttebr01,1985,1,ATL,NL,7,7,58,0,0,0,23,265,91,44,13,29,52,0.26700000000000002,4.4800000000000004,4.0,0,3.0,0,382.0,50,46,7.0,2.0,4.0,1354167,1729167
25364,suttodo01,1985,2,CAL,AL,2,2,5,5,0,0,0,95,27,13,6,8,16,0.23300000000000001,3.6899999999999999,0.0,0,0.0,0,124.0,0,13,0.0,0.0,3.0,750000,890000
25373,terrewa01,1985,1,DET,AL,15,10,34,34,5,3,0,687,221,98,9,95,130,0.255,3.8500000000000001,5.0,5,4.0,0,983.0,0,107,11.0,7.0,27.0,177500,260000
